"","npts11","npts21","npts12","npts22","npts13","npts23","ntox11","ntox21","ntox12","ntox22","ntox13","ntox23","neff11","neff21","neff12","neff22","neff13","neff23","ppts11","ppts21","ppts12","ppts22","ppts13","ppts23","ptox11","ptox21","ptox12","ptox22","ptox13","ptox23","peff11","peff21","peff12","peff22","peff13","peff23","nct111","nct121","nct112","nct122","nct113","nct123","nct211","nct221","nct212","nct222","nct213","nct223","nct311","nct321","nct312","nct322","nct313","nct323","nct411","nct421","nct412","nct422","nct413","nct423","pct111","pct121","pct112","pct122","pct113","pct123","pct211","pct221","pct212","pct222","pct213","pct223","pct311","pct321","pct312","pct322","pct313","pct323","pct411","pct421","pct412","pct422","pct413","pct423"
"11",3,9,9,0,0,0,0,1,2,0,0,0,0,6,6,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0,0.111111111111111,0.222222222222222,NA,NA,NA,0,0.666666666666667,0.666666666666667,NA,NA,NA,0,6,5,0,0,0,3,2,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.666666666666667,0.555555555555556,NA,NA,NA,1,0.222222222222222,0.222222222222222,NA,NA,NA,0,0,0.111111111111111,NA,NA,NA,0,0.111111111111111,0.111111111111111,NA,NA,NA
"12",3,9,9,0,0,0,0,1,2,0,0,0,0,6,7,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0,0.111111111111111,0.222222222222222,NA,NA,NA,0,0.666666666666667,0.777777777777778,NA,NA,NA,0,6,5,0,0,0,3,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0.666666666666667,0.555555555555556,NA,NA,NA,1,0.222222222222222,0.222222222222222,NA,NA,NA,0,0,0.222222222222222,NA,NA,NA,0,0.111111111111111,0,NA,NA,NA
"13",3,9,9,0,3,0,0,1,3,0,1,0,0,6,6,0,1,0,0.125,0.375,0.375,0,0.125,0,0,0.111111111111111,0.333333333333333,NA,0.333333333333333,NA,0,0.666666666666667,0.666666666666667,NA,0.333333333333333,NA,0,5,5,0,0,0,3,3,1,0,2,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0.555555555555556,0.555555555555556,NA,0,NA,1,0.333333333333333,0.111111111111111,NA,0.666666666666667,NA,0,0.111111111111111,0.111111111111111,NA,0.333333333333333,NA,0,0,0.222222222222222,NA,0,NA
"14",3,9,9,0,0,0,0,2,2,0,0,0,0,6,8,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0,0.222222222222222,0.222222222222222,NA,NA,NA,0,0.666666666666667,0.888888888888889,NA,NA,NA,0,5,6,0,0,0,3,2,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0.555555555555556,0.666666666666667,NA,NA,NA,1,0.222222222222222,0.111111111111111,NA,NA,NA,0,0.111111111111111,0.222222222222222,NA,NA,NA,0,0.111111111111111,0,NA,NA,NA
"15",3,9,9,3,6,0,1,1,1,2,3,0,1,4,6,2,3,0,0.1,0.3,0.3,0.1,0.2,0,0.333333333333333,0.111111111111111,0.111111111111111,0.666666666666667,0.5,NA,0.333333333333333,0.444444444444444,0.666666666666667,0.666666666666667,0.5,NA,1,4,5,1,2,0,1,4,3,0,1,0,0,0,1,1,1,0,1,1,0,1,2,0,0.333333333333333,0.444444444444444,0.555555555555556,0.333333333333333,0.333333333333333,NA,0.333333333333333,0.444444444444444,0.333333333333333,0,0.166666666666667,NA,0,0,0.111111111111111,0.333333333333333,0.166666666666667,NA,0.333333333333333,0.111111111111111,0,0.333333333333333,0.333333333333333,NA
"16",3,9,9,9,9,0,0,2,1,2,4,0,0,3,6,7,9,0,0.0769230769230769,0.230769230769231,0.230769230769231,0.230769230769231,0.230769230769231,0,0,0.222222222222222,0.111111111111111,0.222222222222222,0.444444444444444,NA,0,0.333333333333333,0.666666666666667,0.777777777777778,1,NA,0,3,6,5,5,0,3,4,2,2,0,0,0,0,0,2,4,0,0,2,1,0,0,0,0,0.333333333333333,0.666666666666667,0.555555555555556,0.555555555555556,NA,1,0.444444444444444,0.222222222222222,0.222222222222222,0,NA,0,0,0,0.222222222222222,0.444444444444444,NA,0,0.222222222222222,0.111111111111111,0,0,NA
"17",3,6,9,9,0,0,0,0,2,3,0,0,0,2,7,6,0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.333333333333333,0,0,0,0,0.222222222222222,0.333333333333333,NA,NA,0,0.333333333333333,0.777777777777778,0.666666666666667,NA,NA,0,2,5,4,0,0,3,4,2,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0.333333333333333,0.555555555555556,0.444444444444444,NA,NA,1,0.666666666666667,0.222222222222222,0.222222222222222,NA,NA,0,0,0.222222222222222,0.222222222222222,NA,NA,0,0,0,0.111111111111111,NA,NA
"18",6,3,9,3,0,9,1,1,1,0,0,3,2,1,8,1,0,5,0.2,0.1,0.3,0.1,0,0.3,0.166666666666667,0.333333333333333,0.111111111111111,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.888888888888889,0.333333333333333,NA,0.555555555555556,2,0,7,1,0,3,3,2,1,2,0,3,0,1,1,0,0,2,1,0,0,0,0,1,0.333333333333333,0,0.777777777777778,0.333333333333333,NA,0.333333333333333,0.5,0.666666666666667,0.111111111111111,0.666666666666667,NA,0.333333333333333,0,0.333333333333333,0.111111111111111,0,NA,0.222222222222222,0.166666666666667,0,0,0,NA,0.111111111111111
"19",6,9,9,0,0,0,0,2,0,0,0,0,0,7,6,0,0,0,0.25,0.375,0.375,0,0,0,0,0.222222222222222,0,NA,NA,NA,0,0.777777777777778,0.666666666666667,NA,NA,NA,0,6,6,0,0,0,6,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,0.666666666666667,NA,NA,NA,1,0.111111111111111,0.333333333333333,NA,NA,NA,0,0.111111111111111,0,NA,NA,NA,0,0.111111111111111,0,NA,NA,NA
"20",9,9,3,0,9,0,0,4,0,0,2,0,2,6,0,0,6,0,0.3,0.3,0.1,0,0.3,0,0,0.444444444444444,0,NA,0.222222222222222,NA,0.222222222222222,0.666666666666667,0,NA,0.666666666666667,NA,2,2,0,0,4,0,7,3,3,0,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0.222222222222222,0.222222222222222,0,NA,0.444444444444444,NA,0.777777777777778,0.333333333333333,1,NA,0.333333333333333,NA,0,0.444444444444444,0,NA,0.222222222222222,NA,0,0,0,NA,0,NA
"21",3,9,9,0,0,0,0,2,2,0,0,0,0,7,7,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0,0.222222222222222,0.222222222222222,NA,NA,NA,0,0.777777777777778,0.777777777777778,NA,NA,NA,0,6,6,0,0,0,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.666666666666667,0.666666666666667,NA,NA,NA,1,0.111111111111111,0.111111111111111,NA,NA,NA,0,0.111111111111111,0.111111111111111,NA,NA,NA,0,0.111111111111111,0.111111111111111,NA,NA,NA
"22",3,9,9,6,6,3,0,0,1,3,1,2,0,5,5,2,2,2,0.0833333333333333,0.25,0.25,0.166666666666667,0.166666666666667,0.0833333333333333,0,0,0.111111111111111,0.5,0.166666666666667,0.666666666666667,0,0.555555555555556,0.555555555555556,0.333333333333333,0.333333333333333,0.666666666666667,0,5,5,1,2,1,3,4,3,2,3,0,0,0,0,1,0,1,0,0,1,2,1,1,0,0.555555555555556,0.555555555555556,0.166666666666667,0.333333333333333,0.333333333333333,1,0.444444444444444,0.333333333333333,0.333333333333333,0.5,0,0,0,0,0.166666666666667,0,0.333333333333333,0,0,0.111111111111111,0.333333333333333,0.166666666666667,0.333333333333333
"23",3,9,3,0,9,0,0,3,1,0,2,0,0,8,1,0,5,0,0.125,0.375,0.125,0,0.375,0,0,0.333333333333333,0.333333333333333,NA,0.222222222222222,NA,0,0.888888888888889,0.333333333333333,NA,0.555555555555556,NA,0,5,0,0,3,0,3,1,2,0,4,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0.555555555555556,0,NA,0.333333333333333,NA,1,0.111111111111111,0.666666666666667,NA,0.444444444444444,NA,0,0.333333333333333,0.333333333333333,NA,0.222222222222222,NA,0,0,0,NA,0,NA
"24",3,9,9,9,0,9,0,0,0,4,0,6,1,7,7,3,0,9,0.0769230769230769,0.230769230769231,0.230769230769231,0.230769230769231,0,0.230769230769231,0,0,0,0.444444444444444,NA,0.666666666666667,0.333333333333333,0.777777777777778,0.777777777777778,0.333333333333333,NA,1,1,7,7,1,0,3,2,2,2,4,0,0,0,0,0,2,0,6,0,0,0,2,0,0,0.333333333333333,0.777777777777778,0.777777777777778,0.111111111111111,NA,0.333333333333333,0.666666666666667,0.222222222222222,0.222222222222222,0.444444444444444,NA,0,0,0,0,0.222222222222222,NA,0.666666666666667,0,0,0,0.222222222222222,NA,0
"25",3,9,9,0,0,0,1,1,2,0,0,0,0,5,7,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0.333333333333333,0.111111111111111,0.222222222222222,NA,NA,NA,0,0.555555555555556,0.777777777777778,NA,NA,NA,0,5,6,0,0,0,2,3,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0.555555555555556,0.666666666666667,NA,NA,NA,0.666666666666667,0.333333333333333,0.111111111111111,NA,NA,NA,0,0,0.111111111111111,NA,NA,NA,0.333333333333333,0.111111111111111,0.111111111111111,NA,NA,NA
"26",3,9,9,0,6,0,1,1,1,0,5,0,1,6,4,0,1,0,0.111111111111111,0.333333333333333,0.333333333333333,0,0.222222222222222,0,0.333333333333333,0.111111111111111,0.111111111111111,NA,0.833333333333333,NA,0.333333333333333,0.666666666666667,0.444444444444444,NA,0.166666666666667,NA,1,5,4,0,0,0,1,3,4,0,1,0,0,1,0,0,1,0,1,0,1,0,4,0,0.333333333333333,0.555555555555556,0.444444444444444,NA,0,NA,0.333333333333333,0.333333333333333,0.444444444444444,NA,0.166666666666667,NA,0,0.111111111111111,0,NA,0.166666666666667,NA,0.333333333333333,0,0.111111111111111,NA,0.666666666666667,NA
"27",3,9,3,0,9,0,0,2,1,0,1,0,1,7,0,0,5,0,0.125,0.375,0.125,0,0.375,0,0,0.222222222222222,0.333333333333333,NA,0.111111111111111,NA,0.333333333333333,0.777777777777778,0,NA,0.555555555555556,NA,1,5,0,0,4,0,2,2,2,0,4,0,0,2,0,0,1,0,0,0,1,0,0,0,0.333333333333333,0.555555555555556,0,NA,0.444444444444444,NA,0.666666666666667,0.222222222222222,0.666666666666667,NA,0.444444444444444,NA,0,0.222222222222222,0,NA,0.111111111111111,NA,0,0,0.333333333333333,NA,0,NA
"28",3,9,9,0,0,0,0,1,0,0,0,0,1,7,6,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0,0.111111111111111,0,NA,NA,NA,0.333333333333333,0.777777777777778,0.666666666666667,NA,NA,NA,1,6,6,0,0,0,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.666666666666667,NA,NA,NA,0.666666666666667,0.222222222222222,0.333333333333333,NA,NA,NA,0,0.111111111111111,0,NA,NA,NA,0,0,0,NA,NA,NA
"29",3,9,9,0,0,0,1,0,1,0,0,0,1,5,6,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0.333333333333333,0,0.111111111111111,NA,NA,NA,0.333333333333333,0.555555555555556,0.666666666666667,NA,NA,NA,0,5,5,0,0,0,2,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.555555555555556,0.555555555555556,NA,NA,NA,0.666666666666667,0.444444444444444,0.333333333333333,NA,NA,NA,0.333333333333333,0,0.111111111111111,NA,NA,NA,0,0,0,NA,NA,NA
"30",3,9,9,0,0,0,0,1,4,0,0,0,0,7,5,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0,0.111111111111111,0.444444444444444,NA,NA,NA,0,0.777777777777778,0.555555555555556,NA,NA,NA,0,6,2,0,0,0,3,2,3,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0.666666666666667,0.222222222222222,NA,NA,NA,1,0.222222222222222,0.333333333333333,NA,NA,NA,0,0.111111111111111,0.333333333333333,NA,NA,NA,0,0,0.111111111111111,NA,NA,NA
"31",3,9,9,9,0,0,0,2,2,3,0,0,1,4,5,5,0,0,0.1,0.3,0.3,0.3,0,0,0,0.222222222222222,0.222222222222222,0.333333333333333,NA,NA,0.333333333333333,0.444444444444444,0.555555555555556,0.555555555555556,NA,NA,1,3,4,2,0,0,2,4,3,4,0,0,0,1,1,3,0,0,0,1,1,0,0,0,0.333333333333333,0.333333333333333,0.444444444444444,0.222222222222222,NA,NA,0.666666666666667,0.444444444444444,0.333333333333333,0.444444444444444,NA,NA,0,0.111111111111111,0.111111111111111,0.333333333333333,NA,NA,0,0.111111111111111,0.111111111111111,0,NA,NA
"32",3,9,9,9,9,0,0,2,2,4,3,0,0,5,4,7,5,0,0.0769230769230769,0.230769230769231,0.230769230769231,0.230769230769231,0.230769230769231,0,0,0.222222222222222,0.222222222222222,0.444444444444444,0.333333333333333,NA,0,0.555555555555556,0.444444444444444,0.777777777777778,0.555555555555556,NA,0,4,3,5,4,0,3,3,4,0,2,0,0,1,1,2,1,0,0,1,1,2,2,0,0,0.444444444444444,0.333333333333333,0.555555555555556,0.444444444444444,NA,1,0.333333333333333,0.444444444444444,0,0.222222222222222,NA,0,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,NA,0,0.111111111111111,0.111111111111111,0.222222222222222,0.222222222222222,NA
"33",3,9,9,3,3,0,1,2,2,2,2,0,0,7,5,0,3,0,0.111111111111111,0.333333333333333,0.333333333333333,0.111111111111111,0.111111111111111,0,0.333333333333333,0.222222222222222,0.222222222222222,0.666666666666667,0.666666666666667,NA,0,0.777777777777778,0.555555555555556,0,1,NA,0,5,4,0,1,0,2,2,3,1,0,0,0,2,1,0,2,0,1,0,1,2,0,0,0,0.555555555555556,0.444444444444444,0,0.333333333333333,NA,0.666666666666667,0.222222222222222,0.333333333333333,0.333333333333333,0,NA,0,0.222222222222222,0.111111111111111,0,0.666666666666667,NA,0.333333333333333,0,0.111111111111111,0.666666666666667,0,NA
"34",3,9,9,6,0,0,0,0,1,3,0,0,1,5,8,4,0,0,0.111111111111111,0.333333333333333,0.333333333333333,0.222222222222222,0,0,0,0,0.111111111111111,0.5,NA,NA,0.333333333333333,0.555555555555556,0.888888888888889,0.666666666666667,NA,NA,1,5,7,2,0,0,2,4,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0.333333333333333,0.555555555555556,0.777777777777778,0.333333333333333,NA,NA,0.666666666666667,0.444444444444444,0.111111111111111,0.166666666666667,NA,NA,0,0,0.111111111111111,0.333333333333333,NA,NA,0,0,0,0.166666666666667,NA,NA
"35",3,3,3,9,9,0,0,1,1,1,1,0,1,0,0,6,7,0,0.111111111111111,0.111111111111111,0.111111111111111,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.111111111111111,0.111111111111111,NA,0.333333333333333,0,0,0.666666666666667,0.777777777777778,NA,1,0,0,5,6,0,2,2,2,3,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0.333333333333333,0,0,0.555555555555556,0.666666666666667,NA,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.222222222222222,NA,0,0,0,0.111111111111111,0.111111111111111,NA,0,0.333333333333333,0.333333333333333,0,0,NA
"36",3,6,9,9,0,3,0,0,0,4,0,3,1,2,6,7,0,3,0.1,0.2,0.3,0.3,0,0.1,0,0,0,0.444444444444444,NA,1,0.333333333333333,0.333333333333333,0.666666666666667,0.777777777777778,NA,1,1,2,6,3,0,0,2,4,3,2,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,NA,0,0.666666666666667,0.666666666666667,0.333333333333333,0.222222222222222,NA,0,0,0,0,0.444444444444444,NA,1,0,0,0,0,NA,0
"37",3,9,9,0,0,0,0,0,0,0,0,0,1,7,6,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0,0,0,NA,NA,NA,0.333333333333333,0.777777777777778,0.666666666666667,NA,NA,NA,1,7,6,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.777777777777778,0.666666666666667,NA,NA,NA,0.666666666666667,0.222222222222222,0.333333333333333,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
"38",9,0,9,0,0,0,1,0,1,0,0,0,5,0,5,0,0,0,0.5,0,0.5,0,0,0,0.111111111111111,NA,0.111111111111111,NA,NA,NA,0.555555555555556,NA,0.555555555555556,NA,NA,NA,4,0,5,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.444444444444444,NA,0.555555555555556,NA,NA,NA,0.444444444444444,NA,0.333333333333333,NA,NA,NA,0.111111111111111,NA,0,NA,NA,NA,0,NA,0.111111111111111,NA,NA,NA
"39",3,9,9,0,0,0,0,1,0,0,0,0,1,7,5,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0,0.111111111111111,0,NA,NA,NA,0.333333333333333,0.777777777777778,0.555555555555556,NA,NA,NA,1,7,5,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,0.777777777777778,0.555555555555556,NA,NA,NA,0.666666666666667,0.111111111111111,0.444444444444444,NA,NA,NA,0,0,0,NA,NA,NA,0,0.111111111111111,0,NA,NA,NA
"40",3,9,9,0,0,0,1,1,0,0,0,0,0,6,5,0,0,0,0.142857142857143,0.428571428571429,0.428571428571429,0,0,0,0.333333333333333,0.111111111111111,0,NA,NA,NA,0,0.666666666666667,0.555555555555556,NA,NA,NA,0,5,5,0,0,0,2,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.555555555555556,0.555555555555556,NA,NA,NA,0.666666666666667,0.333333333333333,0.444444444444444,NA,NA,NA,0,0.111111111111111,0,NA,NA,NA,0.333333333333333,0,0,NA,NA,NA
"41",9,9,9,3,0,0,0,1,1,2,0,0,3,5,7,0,0,0,0.3,0.3,0.3,0.1,0,0,0,0.111111111111111,0.111111111111111,0.666666666666667,NA,NA,0.333333333333333,0.555555555555556,0.777777777777778,0,NA,NA,3,4,7,0,0,0,6,4,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0.333333333333333,0.444444444444444,0.777777777777778,0,NA,NA,0.666666666666667,0.444444444444444,0.111111111111111,0.333333333333333,NA,NA,0,0.111111111111111,0,0,NA,NA,0,0,0.111111111111111,0.666666666666667,NA,NA
"42",9,9,3,3,9,0,1,0,1,2,2,0,3,5,0,3,8,0,0.272727272727273,0.272727272727273,0.0909090909090909,0.0909090909090909,0.272727272727273,0,0.111111111111111,0,0.333333333333333,0.666666666666667,0.222222222222222,NA,0.333333333333333,0.555555555555556,0,1,0.888888888888889,NA,3,5,0,1,6,0,5,4,2,0,1,0,0,0,0,2,2,0,1,0,1,0,0,0,0.333333333333333,0.555555555555556,0,0.333333333333333,0.666666666666667,NA,0.555555555555556,0.444444444444444,0.666666666666667,0,0.111111111111111,NA,0,0,0,0.666666666666667,0.222222222222222,NA,0.111111111111111,0,0.333333333333333,0,0,NA
"43",3,9,3,9,9,3,0,1,1,5,2,2,0,3,1,5,6,3,0.0833333333333333,0.25,0.0833333333333333,0.25,0.25,0.0833333333333333,0,0.111111111111111,0.333333333333333,0.555555555555556,0.222222222222222,0.666666666666667,0,0.333333333333333,0.333333333333333,0.555555555555556,0.666666666666667,1,0,3,1,2,6,1,3,5,1,2,1,0,0,0,0,3,0,2,0,1,1,2,2,0,0,0.333333333333333,0.333333333333333,0.222222222222222,0.666666666666667,0.333333333333333,1,0.555555555555556,0.333333333333333,0.222222222222222,0.111111111111111,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0.111111111111111,0.333333333333333,0.222222222222222,0.222222222222222,0
"44",3,3,9,9,3,0,0,1,2,1,1,0,1,0,5,7,0,0,0.111111111111111,0.111111111111111,0.333333333333333,0.333333333333333,0.111111111111111,0,0,0.333333333333333,0.222222222222222,0.111111111111111,0.333333333333333,NA,0.333333333333333,0,0.555555555555556,0.777777777777778,0,NA,1,0,5,7,0,0,2,2,2,1,2,0,0,0,0,0,0,0,0,1,2,1,1,0,0.333333333333333,0,0.555555555555556,0.777777777777778,0,NA,0.666666666666667,0.666666666666667,0.222222222222222,0.111111111111111,0.666666666666667,NA,0,0,0,0,0,NA,0,0.333333333333333,0.222222222222222,0.111111111111111,0.333333333333333,NA
"45",3,3,9,9,0,0,0,0,4,1,0,0,1,0,3,7,0,0,0.125,0.125,0.375,0.375,0,0,0,0,0.444444444444444,0.111111111111111,NA,NA,0.333333333333333,0,0.333333333333333,0.777777777777778,NA,NA,1,0,1,7,0,0,2,3,4,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0.333333333333333,0,0.111111111111111,0.777777777777778,NA,NA,0.666666666666667,1,0.444444444444444,0.111111111111111,NA,NA,0,0,0.222222222222222,0,NA,NA,0,0,0.222222222222222,0.111111111111111,NA,NA
"46",3,9,3,0,9,0,0,2,0,0,1,0,0,7,1,0,7,0,0.125,0.375,0.125,0,0.375,0,0,0.222222222222222,0,NA,0.111111111111111,NA,0,0.777777777777778,0.333333333333333,NA,0.777777777777778,NA,0,6,1,0,7,0,3,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.666666666666667,0.333333333333333,NA,0.777777777777778,NA,1,0.111111111111111,0.666666666666667,NA,0.111111111111111,NA,0,0.111111111111111,0,NA,0,NA,0,0.111111111111111,0,NA,0.111111111111111,NA
